Country 	County 	City 	Airport 	Latitude 	Longitude 	Altitude 	ICAO 	IATA
United States 	Vermont 	Milton 	Shaw Meadow 	N44* 38.6028' 	W73* 11.2579' 	70.10M 	VT52 	-
United States 	Vermont 	Morristown 	Mountain View Farm 	N44* 30.9198' 	W72* 38.4737' 	365.76M 	VT64 	-
United States 	Vermont 	Morrisville 	Morrisville Stowe State 	N44* 32.0765' 	W72* 36.8403' 	223.11M 	KMVL 	-
United States 	Vermont 	Morrisville 	Perras Field 	N44* 31.6032' 	W72* 34.8902' 	249.94M 	VT44 	-
United States 	Vermont 	Morrisville 	Two Tails 	N44* 30.7532' 	W72* 36.4235' 	229.82M 	VT42 	-
United States 	Vermont 	Newport 	Newport State 	N44* 53.3278' 	W72* 13.7495' 	283.46M 	KEFK 	-
United States 	Vermont 	North Troy 	Douglas Field 	N44* 59.7193' 	W72* 22.7398' 	198.12M 	VT63 	-
United States 	Vermont 	Panton 	Staton 	N44* 07.0533' 	W73* 22.7241' 	42.67M 	VT53 	-
United States 	Vermont 	Pawlet 	Mach Personal Strip 	N43* 22.0044' 	W73* 08.8897' 	260.30M 	VT20 	-
United States 	Vermont 	Post Mills 	Post Mills 	N43* 53.0542' 	W72* 15.2222' 	211.23M 	2B9 	-
United States 	Vermont 	Putney 	Santa's 	N43* 00.2667' 	W72* 28.4217' 	205.13M 	VT06 	-
United States 	Vermont 	Randolph 	Brandon 	N43* 54.0706' 	W72* 34.9727' 	216.41M 	VT55 	-
United States 	Vermont 	Rutland 	Rutland State 	N43* 31.7945' 	W72* 56.9768' 	239.88M 	KRUT 	RUT
United States 	Vermont 	Shelburne 	Bostwick Farm 	N44* 22.2530' 	W73* 15.0242' 	67.06M 	VT23 	-
United States 	Vermont 	Shelburne 	Frogs End 	N44* 22.0132' 	W73* 09.0097' 	97.54M 	42VT 	-
United States 	Vermont 	Shelburne 	Shelburne 	N44* 21.6363' 	W73* 14.5075' 	99.06M 	VT8 	-
United States 	Vermont 	Shelburne 	Shelburne 	N44* 21.6364' 	W73* 14.5075' 	99.06M 	25VT 	-
United States 	Vermont 	Shelburne 	Shelburne Farms 	N44* 24.0863' 	W73* 16.0243' 	39.62M 	VT22 	-
United States 	Vermont 	Shoreham 	Brisson 	N43* 52.1167' 	W73* 19.0833' 	97.54M 	37VT 	-
United States 	Vermont 	Shoreham 	Torrey 	N43* 55.9202' 	W73* 22.2072' 	85.34M 	VT24 	-
United States 	Vermont 	South Burlington 	Sky Acres 	N44* 25.0030' 	W73* 09.9742' 	100.58M 	VT25 	-
United States 	Vermont 	South Hero 	Allenholm 	N44* 38.0694' 	W73* 18.4078' 	42.67M 	VT26 	-
United States 	Vermont 	South Hero 	Stave Island 	N44* 35.7528' 	W73* 20.8579' 	28.96M 	VT58 	-
United States 	Vermont 	Springfield 	Hartness State 	N43* 20.6178' 	W72* 31.0388' 	175.87M 	KVSF 	-
United States 	Vermont 	Townshend 	Onyon 	N43* 01.1548' 	W72* 39.1722' 	130.15M 	VT43 	-
United States 	Vermont 	Vergennes 	Basin Harbor 	N44* 11.7532' 	W73* 21.9742' 	40.23M 	B06 	-
United States 	Vermont 	Vernon 	Miller's Pleasure Airfield 	N42* 46.7167' 	W72* 31.6667' 	86.87M 	VT47 	-
United States 	Vermont 	Waitsfield 	Angus Airways 	N44* 13.8031' 	W72* 47.4736' 	204.22M 	VT49 	-
United States 	Vermont 	Waitsfield 	Ketcham Lndg Area 	N44* 09.7536' 	W72* 50.0402' 	237.74M 	VT30 	-
United States 	Vermont 	Waitsfield 	Mad River Fly-In 	N44* 13.5869' 	W72* 47.7236' 	216.41M 	VT29 	-
United States 	Vermont 	Warren 	Warren-Sugarbush 	N44* 07.0037' 	W72* 49.6235' 	448.06M 	0B7 	-
United States 	Vermont 	Washington 	Carriers Skypark 	N44* 06.6705' 	W72* 26.6394' 	487.68M 	VT31 	-
United States 	Vermont 	West Addison 	Yankee Kingdom 	N44* 06.3366' 	W73* 22.6741' 	60.96M 	VT33 	-
United States 	Vermont 	West Burke 	West Burke Aerodrome 	N44* 36.7865' 	W71* 58.8557' 	391.67M 	VT56 	-
United States 	Vermont 	West Dover 	Mount Snow 	N42* 55.6282' 	W72* 51.9392' 	595.27M 	4V8 	-
United States 	Vermont 	West Pawlett 	Hulett Landing Strip 	N43* 19.8043' 	W73* 14.5563' 	219.46M 	VT60 	-
United States 	Vermont 	Westminster 	Major W. Guth 	N43* 03.6048' 	W72* 29.5220' 	249.63M 	VT34 	-
United States 	Vermont 	Weybridge 	Axinn 	N44* 02.7035' 	W73* 11.3738' 	137.16M 	VT14 	-
United States 	Vermont 	Wolcott 	Taylor 	N44* 36.4531' 	W72* 28.8233' 	347.47M 	VT39 	-
United States 	Virginia 	Abingdon 	Virginia Highlands 	N36* 41.2267' 	W82* 02.0010' 	636.12M 	KVJI 	-
United States 	Virginia 	Amelia 	Easter Field 	N37* 22.1757' 	W78* 04.9833' 	115.82M 	VG38 	-
United States 	Virginia 	Amelia 	Hill Top 	N37* 24.9590' 	W77* 57.2334' 	77.42M 	VA64 	-
United States 	Virginia 	Amelia Court House 	Merlin Aerodrome 	N37* 18.9000' 	W77* 51.9667' 	71.63M 	2VA3 	-
United States 	Virginia 	Amherst 	Fulcher Family Farms 	N37* 43.5082' 	W79* 04.9848' 	298.70M 	VG06 	-
United States 	Virginia 	Amherst 	Timberdoodle 	N37* 32.1752' 	W79* 01.4014' 	246.89M 	93VA 	-
United States 	Virginia 	Appomattox 	Highview Farms 	N37* 15.7833' 	W78* 50.9667' 	233.17M 	94VA 	-
United States 	Virginia 	Appomattox 	Nashs 	N37* 23.1753' 	W78* 48.7841' 	239.27M 	10VA 	-
United States 	Virginia 	Arcola 	Glascock 	N38* 56.5400' 	W77* 32.5328' 	100.58M 	98VA 	-
United States 	Virginia 	Arcola 	Smith 	N38* 55.6733' 	W77* 33.7662' 	111.25M 	VG23 	-
United States 	Virginia 	Arrington 	Starr 	N37* 39.5752' 	W78* 55.3346' 	195.07M 	4VA5 	-
United States 	Virginia 	Ashland 	Mayers 	N37* 46.9085' 	W77* 29.6323' 	65.53M 	VG24 	-
United States 	Virginia 	Ashland 	Meadow Farm 	N37* 51.4251' 	W77* 25.2322' 	22.86M 	69VA 	-
United States 	Virginia 	Atlantic 	Taylor 	N37* 52.8408' 	W75* 30.3622' 	14.63M 	4VA6 	-
United States 	Virginia 	Aylett 	Toddsbury Farm 	N37* 49.0584' 	W77* 06.1817' 	15.24M 	25VA 	-
United States 	Virginia 	Basye 	Sky Bryce 	N38* 48.9568' 	W78* 46.2179' 	384.96M 	VG18 	-
United States 	Virginia 	Bedford 	Hawk Ridge 	N37* 17.3210' 	W79* 26.8150' 	231.65M 	20VG 	-
United States 	Virginia 	Bedford 	Johnson Fox Field 	N37* 14.0086' 	W79* 35.1186' 	274.32M 	0VA1 	-
United States 	Virginia 	Bedford 	Miller 	N37* 19.6585' 	W79* 24.2851' 	231.65M 	91VA 	-
United States 	Virginia 	Bedford 	Robinson/Private/ 	N37* 20.9084' 	W79* 34.3187' 	259.08M 	VG25 	-
United States 	Virginia 	Bedford 	Windy Ridge 	N37* 16.1586' 	W79* 26.1517' 	228.60M 	VG27 	-
United States 	Virginia 	Berryville 	High View Farm 	N39* 14.1228' 	W78* 00.7165' 	181.36M 	61VA 	-
United States 	Virginia 	Berryville 	Oehda 	N39* 07.5000' 	W77* 55.5000' 	152.40M 	01VA 	-
United States 	Virginia 	Blacksburg 	Catawba Valley 	N37* 16.8078' 	W80* 18.0862' 	524.26M 	VA10 	-
United States 	Virginia 	Blacksburg 	Virginia Tech/Montgomery Execu 	N37* 12.4583' 	W80* 24.4700' 	649.83M 	KBCB 	-
United States 	Virginia 	Blackstone 	Perkinson/Baaf 	N37* 04.4367' 	W77* 57.1495' 	133.81M 	KBKT 	-
United States 	Virginia 	Bowling Green 	Woodford Airpark 	N38* 04.9414' 	W77* 29.2990' 	74.68M 	20VA 	-
United States 	Virginia 	Boykins 	Mann 	N36* 32.9424' 	W77* 11.4814' 	10.67M 	VG28 	-
United States 	Virginia 	Bridgewater 	Bridgewater 	N38* 22.0043' 	W78* 57.6200' 	355.09M 	KVBW 	-
United States 	Virginia 	Bridgewater 	Echols 	N38* 20.0742' 	W79* 09.6187' 	543.15M 	96W 	-
United States 	Virginia 	Brightwood 	Grand Pre Farm 	N38* 27.2576' 	W78* 11.1834' 	152.40M 	8VA1 	-
United States 	Virginia 	Broadway 	Sager Field 	N38* 42.8069' 	W78* 51.8348' 	390.14M 	VG31 	-
United States 	Virginia 	Brookneal 	Brookneal-Campbell Co 	N37* 08.5033' 	W79* 00.9833' 	181.66M 	0V4 	-
United States 	Virginia 	Buchanan 	Springwood Airstrip 	N37* 33.2413' 	W79* 44.9858' 	304.80M 	08VA 	-
United States 	Virginia 	Buckingham 	Eastview 	N37* 36.8587' 	W78* 36.2172' 	152.40M 	VG32 	-
United States 	Virginia 	Buckingham 	Wheatland 	N37* 33.4254' 	W78* 37.2005' 	149.35M 	23VA 	-
United States 	Virginia 	Buckingham Courthouse 	Toga 	N37* 27.0587' 	W78* 40.7172' 	220.98M 	57VA 	-
United States 	Virginia 	Buckinham 	Lotus Intl 	N37* 40.3752' 	W78* 42.2009' 	103.63M 	8VA4 	-
United States 	Virginia 	Bumpass 	Lake Anna 	N37* 57.9417' 	W77* 44.7495' 	108.20M 	7W4 	-
United States 	Virginia 	Burgess 	Serenity Farm 	N37* 56.1665' 	W76* 20.9165' 	3.05M 	3VG3 	-
United States 	Virginia 	Burnt Chimney 	Burnt Chimney 	N37* 04.5251' 	W79* 49.6353' 	315.16M 	70VA 	-
United States 	Virginia 	Caledonia 	Byrd Creek 	N37* 49.1253' 	W78* 02.8333' 	96.01M 	46VA 	-
United States 	Virginia 	Callao 	Shivok 	N38* 00.5411' 	W76* 33.7806' 	6.71M 	8VA2 	-
United States 	Virginia 	Calverton 	Walnut Hill 	N38* 35.7073' 	W77* 38.7660' 	86.87M 	58VA 	-
United States 	Virginia 	Cape Charles 	Bull Farm 	N37* 09.2752' 	W75* 57.4125' 	5.49M 	VG33 	-
United States 	Virginia 	Cape Charles 	Earth 	N37* 13.2500' 	W76* 00.4500' 	2.74M 	VG39 	-
United States 	Virginia 	Cape Charles 	Scott Farm Strip 	N37* 13.6250' 	W75* 58.6125' 	10.06M 	VG30 	-
United States 	Virginia 	Cape Charles 	Starbase 	N37* 13.6667' 	W75* 59.0000' 	6.10M 	VG09 	-
United States 	Virginia 	Capron 	Southampton Correctional Center 	N36* 44.4423' 	W77* 15.7648' 	15.24M 	VA14 	-
United States 	Virginia 	Cartersville 	Stokes 	N37* 39.3755' 	W78* 02.7000' 	89.92M 	VA15 	-
United States 	Virginia 	Catlett 	Breeden 	N38* 36.4580' 	W77* 34.1657' 	64.01M 	VA66 	-
United States 	Virginia 	Centreville 	Centreville 	N38* 52.7567' 	W77* 29.0660' 	91.44M 	VA16 	-
United States 	Virginia 	Charlottesville 	Bundoran 	N37* 58.1084' 	W78* 40.9344' 	256.03M 	VA18 	-
United States 	Virginia 	Charlottesville 	Cathro 	N37* 55.6752' 	W78* 33.0842' 	152.40M 	VG10 	-
United States 	Virginia 	Charlottesville 	Charlottesville-Albemarle 	N38* 08.3183' 	W78* 27.1717' 	194.77M 	KCHO 	CHO
United States 	Virginia 	Charlottesville 	Snow Hill 	N37* 57.2418' 	W78* 22.1505' 	81.69M 	VA19 	-
United States 	Virginia 	Chase City 	Chase City Mun 	N36* 47.3002' 	W78* 30.0932' 	153.31M 	KCXE 	-
United States 	Virginia 	Chase City 	Hazelswart 	N36* 51.7167' 	W78* 24.6667' 	147.83M 	1VA8 	-
United States 	Virginia 	Chase City 	Twin Towers 	N36* 45.8585' 	W78* 21.6332' 	143.26M 	VA25 	-
United States 	Virginia 	Cheriton 	Cherrystone 	N37* 17.2916' 	W75* 59.9793' 	4.27M 	24VA 	-
United States 	Virginia 	Cheriton 	Eagles Nest 	N37* 18.1916' 	W75* 56.0958' 	12.19M 	21VA 	-
United States 	Virginia 	Chesapeake 	Weatherly & Son 	N36* 38.1424' 	W76* 09.0960' 	3.05M 	VA59 	-
United States 	Virginia 	Chester 	Wathall Channel 	N37* 19.2333' 	W77* 20.7500' 	2.13M 	2G6 	-
United States 	Virginia 	Chilhowie 	White Oak Stand 	N36* 48.4736' 	W81* 42.0738' 	640.08M 	VA11 	-
United States 	Virginia 	Clarksville 	Big River Ranch 	N36* 40.5084' 	W78* 41.7002' 	114.30M 	VA22 	-
United States 	Virginia 	Clarksville 	Marks Mun 	N36* 35.7452' 	W78* 33.6080' 	128.32M 	W63 	-
United States 	Virginia 	Clarksville 	Merifield 	N36* 35.0752' 	W78* 30.0499' 	108.20M 	VG34 	-
United States 	Virginia 	Clifton Forge 	Hop-Along 	N37* 47.2833' 	W79* 46.0667' 	323.09M 	12VA 	-
United States 	Virginia 	Clover 	Alpha Hotel 	N36* 49.1750' 	W78* 46.9837' 	106.68M 	07VA 	-
United States 	Virginia 	Cobbs Creek 	Hudgins Farm 	N37* 29.8082' 	W76* 24.8134' 	13.11M 	VA90 	-
United States 	Virginia 	Coles Point 	Sanford Field 	N38* 07.1411' 	W76* 36.8141' 	4.57M 	VA23 	-
United States 	Virginia 	Columbia Furnace 	Ayers 	N38* 54.3067' 	W78* 39.2842' 	408.43M 	VA93 	-
United States 	Virginia 	Concord 	Skovhus 	N37* 24.8586' 	W78* 57.8512' 	217.02M 	VA24 	-
United States 	Virginia 	Crewe 	Crewe Mun 	N37* 10.8592' 	W78* 05.9000' 	128.02M 	W81 	-
United States 	Virginia 	Critz 	Moorefield's Airstrip 	N36* 33.5916' 	W80* 08.2696' 	338.33M 	VA27 	-
United States 	Virginia 	Critz 	Trent Farm Airstrip 	N36* 39.0082' 	W80* 06.9862' 	344.42M 	VA26 	-
United States 	Virginia 	Crozet 	Cottonwood Farm 	N38* 04.8667' 	W78* 41.7333' 	210.31M 	87VA 	-
United States 	Virginia 	Cullen 	Layne Farm Airstrip 	N37* 07.2755' 	W78* 38.6167' 	170.69M 	VA28 	-
United States 	Virginia 	Culpeper 	Belmont Farm 	N38* 22.4500' 	W77* 59.5167' 	92.96M 	88VA 	-
United States 	Virginia 	Culpeper 	Berryvale 	N38* 31.6075' 	W77* 57.3831' 	143.26M 	VA30 	-
United States 	Virginia 	Culpeper 	Culpeper Regl 	N38* 31.6025' 	W77* 51.5313' 	96.32M 	KCJR 	-
United States 	Virginia 	Culpeper 	Homeland 	N38* 34.2074' 	W77* 56.0997' 	123.14M 	VA67 	-
United States 	Virginia 	Culpeper 	The Greenhouse 	N38* 26.1410' 	W77* 51.4330' 	97.54M 	02VA 	-
United States 	Virginia 	Dahlgren 	Dahlgren Nswc 	N38* 19.9500' 	W77* 02.2335' 	6.10M 	KNDY 	-
United States 	Virginia 	Danville 	Buck Hollar 	N36* 37.3916' 	W79* 21.3513' 	137.16M 	95VA 	-
United States 	Virginia 	Danville 	Danville Regl 	N36* 34.3717' 	W79* 20.1667' 	174.04M 	KDAN 	DAN
United States 	Virginia 	Davis Wharf 	Chance 	N37* 33.8746' 	W75* 55.5793' 	1.83M 	VA89 	-
United States 	Virginia 	Dublin 	New River Valley 	N37* 08.2407' 	W80* 40.7088' 	641.60M 	KPSK 	-
United States 	Virginia 	Eagle Rock 	Big Hill 	N37* 43.8744' 	W79* 48.6696' 	493.78M 	44VA 	-
United States 	Virginia 	Eastville 	Mears Field 	N37* 22.1913' 	W75* 56.8123' 	6.71M 	VG00 	-
United States 	Virginia 	Edinburg 	Hidden River 	N38* 51.0434' 	W78* 32.8929' 	237.74M 	89VA 	-
United States 	Virginia 	Edinburg 	Longs 	N38* 48.2568' 	W78* 34.3174' 	265.18M 	VA32 	-
United States 	Virginia 	Edwardsville 	Jett Airpark 	N37* 53.7578' 	W76* 21.3135' 	27.43M 	2VA1 	-
United States 	Virginia 	Emporia 	Emporia-Greensville Regl 	N36* 41.2150' 	W77* 28.9683' 	38.71M 	KEMV 	-
United States 	Virginia 	Farmville 	Big Buffalo Airstrip 	N37* 17.0091' 	W78* 26.9831' 	155.45M 	VA34 	-
United States 	Virginia 	Farmville 	Farmville Regl 	N37* 21.4517' 	W78* 26.2678' 	127.10M 	KFVX 	-
United States 	Virginia 	Farmville 	Providence 	N37* 13.4500' 	W78* 25.1167' 	135.64M 	05VA 	-
United States 	Virginia 	Fentress 	Fentress NALF 	N36* 42.0090' 	W76* 07.9793' 	4.88M 	KNFE 	-
United States 	Virginia 	Fincastle 	Barrows 	N37* 29.5245' 	W79* 55.7193' 	335.28M 	VA04 	-
United States 	Virginia 	Fincastle 	Fincastle 	N37* 31.3412' 	W79* 51.1192' 	320.04M 	VA83 	-
United States 	Virginia 	Floyd 	Alum Ridge 	N36* 58.5911' 	W80* 29.6366' 	723.90M 	09VA 	-
United States 	Virginia 	Floyd 	Deer Run 	N36* 59.6577' 	W80* 27.2698' 	731.52M 	VA06 	-
United States 	Virginia 	Forest 	New London 	N37* 16.3087' 	W79* 20.1515' 	258.78M 	W90 	-
United States 	Virginia 	Fork Union 	F. U. M. A. 	N37* 44.6752' 	W78* 16.2168' 	121.92M 	VA36 	-
United States 	Virginia 	Fort A. P. Hill 	A P Hill AAF (Fort A P Hill) 	N38* 04.1300' 	W77* 19.1000' 	67.06M 	APH 	-
United States 	Virginia 	Franklin 	Franklin Mun-Rose 	N36* 41.8852' 	W76* 54.2282' 	12.50M 	KFKN 	-
United States 	Virginia 	Fredericksburg 	Chimney View 	N38* 24.2075' 	W77* 18.9489' 	7.62M 	5VA5 	-
United States 	Virginia 	Fredericksburg 	Dogwood Airpark 	N38* 21.5076' 	W77* 27.1324' 	54.86M 	VA42 	-
United States 	Virginia 	Fredericksburg 	Shannon 	N38* 16.0093' 	W77* 26.9517' 	25.91M 	KEZF 	-
United States 	Virginia 	Front Royal 	Front Royal-Warren Co 	N38* 55.0520' 	W78* 15.2168' 	216.10M 	KFRR 	-
United States 	Virginia 	Ft Belvoir 	Davison AAF 	N38* 42.9168' 	W77* 10.8838' 	22.56M 	KDAA 	-
United States 	Virginia 	Ft Eustis 	Felker AAF 	N37* 07.9473' 	W76* 36.5557' 	3.66M 	KFAF 	-
United States 	Virginia 	Galax-Hillsville 	Twin Co 	N36* 45.9670' 	W80* 49.4140' 	820.83M 	KHLX 	-
United States 	Virginia 	Glasgow 	Balcony Downs Airstrip 	N37* 38.8414' 	W79* 25.4855' 	249.94M 	VA43 	-
United States 	Virginia 	Glasgow 	Twin River 	N37* 40.7747' 	W79* 25.2188' 	219.46M 	VA63 	-
United States 	Virginia 	Gloucester 	New Quarter Farm 	N37* 20.6833' 	W76* 33.8667' 	11.58M 	92VA 	-
United States 	Virginia 	Gloucester Court House 	Handy Strip 	N37* 26.8416' 	W76* 27.2302' 	2.44M 	0VA9 	-
United States 	Virginia 	Goochland 	Rose Retreat Farm 	N37* 43.0087' 	W77* 53.0331' 	76.20M 	VA44 	-
United States 	Virginia 	Goochland Court House 	Bachman Farm 	N37* 44.9087' 	W77* 51.2330' 	109.73M 	7VA9 	-
United States 	Virginia 	Gordonsville 	Gordonsville Mun 	N38* 09.3598' 	W78* 09.9468' 	138.38M 	KGVE 	-
United States 	Virginia 	Gordonsville 	Lous 	N38* 07.6748' 	W78* 09.8168' 	146.30M 	VA45 	-
United States 	Virginia 	Gore 	Al's Field 	N39* 17.4394' 	W78* 21.0503' 	341.38M 	48VA 	-
United States 	Virginia 	Gore 	Timber Ridge Arpk 	N39* 17.7727' 	W78* 21.7337' 	312.12M 	VA46 	-
United States 	Virginia 	Gretna 	Lockerman 	N37* 02.2920' 	W79* 35.7684' 	242.32M 	VA48 	-
United States 	Virginia 	Grottoes 	Mount Horeb Field 	N38* 14.9411' 	W78* 51.3182' 	353.57M 	06VA 	-
United States 	Virginia 	Grundy 	Grundy Mun 	N37* 13.9440' 	W82* 07.4995' 	702.26M 	KGDY 	-
United States 	Virginia 	Halifax 	Fox Fire 	N36* 47.0582' 	W79* 02.9842' 	163.07M 	33VA 	-
United States 	Virginia 	Hampton 	Langley AFB 	N37* 04.9728' 	W76* 21.6328' 	3.35M 	KLFI 	-
United States 	Virginia 	Hanover 	Robertson 	N37* 42.3253' 	W77* 22.3488' 	58.83M 	VA49 	-
United States 	Virginia 	Hanover 	Woods Farm Airstrip 	N37* 42.9085' 	W77* 18.1487' 	17.37M 	VA50 	-
United States 	Virginia 	Harrisonburg 	Cub Haven 	N38* 32.9167' 	W78* 52.2667' 	411.48M 	2VG3 	-
United States 	Virginia 	Harrisonburg 	Frank Field 	N38* 29.1074' 	W78* 56.7184' 	502.92M 	VA52 	-
United States 	Virginia 	Hillsboro 	Krens Farm 	N39* 13.7395' 	W77* 44.7996' 	240.79M 	14VA 	-
United States 	Virginia 	Hillsville 	Groundhog Mountain 	N36* 39.8000' 	W80* 29.9700' 	816.86M 	00VI 	-
United States 	Virginia 	Holland 	Brandywyne Farms 	N36* 41.0257' 	W76* 49.7975' 	20.12M 	2VA8 	-
United States 	Virginia 	Holland 	Grasso Salvage 	N36* 40.1924' 	W76* 43.7140' 	21.34M 	62VA 	-
United States 	Virginia 	Hopewell 	Henshaw 	N37* 15.1417' 	W77* 09.1600' 	25.91M 	VG42 	-
United States 	Virginia 	Hot Springs 	Ingalls 	N37* 57.0867' 	W79* 50.0337' 	1155.80M 	KHSP 	-
United States 	Virginia 	Iron Gate 	Riverwood 	N37* 47.7911' 	W79* 46.0028' 	310.90M 	0VA2 	-
United States 	Virginia 	Irvington 	Irvington Marina 	N37* 39.4582' 	W76* 26.2302' 	.00M 	VG21 	-
United States 	Virginia 	Ivor 	Wells 	N37* 00.2090' 	W76* 49.6476' 	26.82M 	VA56 	-
United States 	Virginia 	Jonesville 	Lee Co 	N36* 39.2452' 	W83* 13.0710' 	430.07M 	0VG 	-
United States 	Virginia 	Kenbridge 	Lunenburg Co 	N36* 57.6090' 	W78* 11.1000' 	160.32M 	W31 	-
United States 	Virginia 	Keysville 	Eureka 	N37* 03.7423' 	W78* 33.7017' 	128.02M 	VG01 	-
United States 	Virginia 	Keysville 	Keysville 	N37* 02.2924' 	W78* 27.7663' 	191.11M 	VG36 	-
United States 	Virginia 	Kilmarnock 	Apple Grove 	N37* 45.7581' 	W76* 20.7801' 	4.57M 	VA31 	-
United States 	Virginia 	Kilmarnock 	Kilmarnock/Tolbert Field 	N37* 41.5580' 	W76* 19.0967' 	2.13M 	5VA9 	-
United States 	Virginia 	Kilmarnock 	Longbranch 	N37* 43.0248' 	W76* 21.5301' 	6.10M 	VA08 	-
United States 	Virginia 	King George 	Powhatan 	N38* 14.9077' 	W77* 13.1487' 	18.29M 	VA57 	-
United States 	Virginia 	Lawrenceville 	Lawrenceville/Brunswick 	N36* 46.3700' 	W77* 47.6550' 	100.28M 	KLVL 	-
United States 	Virginia 	Leesburg 	Leesburg Executive 	N39* 04.6783' 	W77* 33.4500' 	118.57M 	KJYO 	JYO
United States 	Virginia 	Louisa 	Louisa Co/Freeman 	N38* 00.5900' 	W77* 58.2083' 	150.27M 	KLKU 	-
United States 	Virginia 	Lovettsville 	Scott Airpark 	N39* 15.8394' 	W77* 39.4328' 	161.24M 	VA61 	-
United States 	Virginia 	Lovettsville 	The Grass Patch 	N39* 15.5561' 	W77* 39.4328' 	161.54M 	VA62 	-
United States 	Virginia 	Lovingston 	Faber 	N37* 49.5252' 	W78* 43.9011' 	195.07M 	VA96 	-
United States 	Virginia 	Lovingston 	Flatwoods 	N37* 44.2918' 	W78* 57.7348' 	256.03M 	8VA6 	-
United States 	Virginia 	Lovingston 	Tye River 	N37* 39.4918' 	W78* 56.7347' 	198.12M 	1VA3 	-
United States 	Virginia 	Lovingston 	Woodridge Field 	N37* 50.3500' 	W78* 49.3000' 	202.08M 	VG52 	-
United States 	Virginia 	Luray 	Luray Caverns 	N38* 40.0233' 	W78* 30.0350' 	275.23M 	W45 	-
United States 	Virginia 	Lynchburg 	Falwell 	N37* 22.6753' 	W79* 07.3347' 	286.21M 	W24 	-
United States 	Virginia 	Lynchburg 	Ivy Hill 	N37* 23.6751' 	W79* 19.4850' 	280.42M 	VA65 	-
United States 	Virginia 	Lynchburg 	Lynchburg Regl-Glenn 	N37* 19.6012' 	W79* 12.0258' 	285.90M 	KLYH 	LYH
United States 	Virginia 	Madison 	Arrowpoint 	N38* 18.3833' 	W78* 05.9333' 	96.01M 	VG43 	-
United States 	Virginia 	Manassas 	Aden Field 	N38* 38.9072' 	W77* 31.9659' 	64.01M 	VA71 	-
United States 	Virginia 	Manassas 	Manassas Regl/Davis 	N38* 43.2850' 	W77* 30.9267' 	58.52M 	KHEF 	MNZ
United States 	Virginia 	Manassas 	Skyview 	N38* 42.9737' 	W77* 38.0328' 	103.63M 	51VA 	-
United States 	Virginia 	Manassas 	Whitman 	N38* 36.3407' 	W77* 35.0827' 	68.58M 	0V5 	-
United States 	Virginia 	Mannboro 	Jayarz 	N37* 17.1490' 	W77* 47.4690' 	64.01M 	0VA8 	-
United States 	Virginia 	Manquin 	Brooklyn 	N37* 41.4252' 	W77* 05.3148' 	44.20M 	0VI1 	-
United States 	Virginia 	Manquin 	Hunt 	N37* 41.9252' 	W77* 05.7150' 	45.72M 	0VA3 	-
United States 	Virginia 	Manquin 	Manquin Flight Park 	N37* 42.8660' 	W77* 12.7090' 	15.24M 	04VG 	-
United States 	Virginia 	Marion-Wytheville 	Mountain Empire 	N36* 53.6903' 	W81* 20.9980' 	779.68M 	KMKJ 	-
United States 	Virginia 	Martinsville 	Blue Ridge 	N36* 37.8452' 	W80* 01.1023' 	287.12M 	KMTV 	-
United States 	Virginia 	Martinsville 	Covington 	N36* 36.0082' 	W80* 02.3193' 	286.51M 	VA72 	-
United States 	Virginia 	Martinsville 	Davis Field 	N36* 41.2082' 	W79* 39.9686' 	256.03M 	4VA1 	-
United States 	Virginia 	Martinsville 	Gravely 	N36* 38.8083' 	W79* 47.8188' 	228.60M 	VA12 	-
United States 	Virginia 	Martinsville 	Loury Lester Airpark 	N36* 44.5082' 	W79* 50.8689' 	313.94M 	6VA2 	-
United States 	Virginia 	Mathews 	Holly Point 	N37* 24.3250' 	W76* 23.2967' 	3.66M 	9VA1 	-
United States 	Virginia 	Matoaca 	Mazza 	N37* 14.6757' 	W77* 29.6492' 	57.91M 	VA73 	-
United States 	Virginia 	Maurertown 	River Bend 	N38* 54.3667' 	W78* 26.6667' 	184.71M 	VA58 	-
United States 	Virginia 	McDowell 	Smith Field 	N38* 18.1574' 	W79* 30.4860' 	615.70M 	VA75 	-
United States 	Virginia 	McKenney 	Baskerville 	N36* 59.2589' 	W77* 46.2997' 	76.20M 	VA76 	-
United States 	Virginia 	Mechanicsville 	Hanover Air Park 	N37* 41.6419' 	W77* 22.6155' 	59.74M 	VA77 	-
United States 	Virginia 	Mechanicsville 	Wharton Field 	N37* 35.6753' 	W77* 13.0652' 	54.86M 	VA78 	-
United States 	Virginia 	Melfa 	Accomack Co 	N37* 38.8133' 	W75* 45.6633' 	14.33M 	KMFV 	-
United States 	Virginia 	Middleburg 	Hickory Tree Farm 	N38* 57.1733' 	W77* 44.8163' 	165.81M 	VA79 	-
United States 	Virginia 	Midland 	Horse Feathers 	N38* 38.0406' 	W77* 45.4495' 	118.87M 	53VA 	-
United States 	Virginia 	Midlothian 	Woodle 	N37* 28.7256' 	W77* 42.1163' 	96.01M 	VA80 	-
United States 	Virginia 	Mineral 	Cub Fld 	N37* 56.7251' 	W77* 53.9664' 	120.70M 	VA81 	-
United States 	Virginia 	Moneta 	Lakeview Aerodrome 	N37* 07.1253' 	W79* 36.1685' 	310.90M 	VA68 	-
